"","subgroup","modeldate","dem_estimate","dem_hi","dem_lo","rep_estimate","rep_hi","rep_lo","timestamp"
"694","Voters","5/29/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:16  5 Jun 2017"
"695","Adults","5/29/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"696","All polls","5/29/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:08  5 Jun 2017"
"697","All polls","5/28/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:08  5 Jun 2017"
"698","Voters","5/28/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:16  5 Jun 2017"
"699","Adults","5/28/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"700","Voters","5/27/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:16  5 Jun 2017"
"701","All polls","5/27/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:08  5 Jun 2017"
"702","Adults","5/27/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"703","Adults","5/26/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"704","All polls","5/26/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:09  5 Jun 2017"
"705","Voters","5/26/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:16  5 Jun 2017"
"706","All polls","5/25/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:09  5 Jun 2017"
"707","Adults","5/25/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"708","Voters","5/25/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:17  5 Jun 2017"
"709","Voters","5/24/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:17  5 Jun 2017"
"710","Adults","5/24/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"711","All polls","5/24/2017",44.65054,51.1489,38.15217,37.21521,41.95597,32.47445,"12:11:09  5 Jun 2017"
"712","Voters","5/23/2017",46.15958,52.45463,39.86452,36.42906,41.25539,31.60273,"12:11:17  5 Jun 2017"
"713","All polls","5/23/2017",46.15958,52.45463,39.86452,36.42906,41.25539,31.60273,"12:11:09  5 Jun 2017"
"714","Adults","5/23/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"715","Voters","5/22/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:17  5 Jun 2017"
"716","Adults","5/22/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"717","All polls","5/22/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:09  5 Jun 2017"
"718","All polls","5/21/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:09  5 Jun 2017"
"719","Adults","5/21/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"720","Voters","5/21/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:17  5 Jun 2017"
"721","Voters","5/20/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:17  5 Jun 2017"
"722","Adults","5/20/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"723","All polls","5/20/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:09  5 Jun 2017"
"724","All polls","5/19/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:10  5 Jun 2017"
"725","Voters","5/19/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:17  5 Jun 2017"
"726","Adults","5/19/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"727","All polls","5/18/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:10  5 Jun 2017"
"728","Voters","5/18/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:18  5 Jun 2017"
"729","Adults","5/18/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"730","Adults","5/17/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"731","All polls","5/17/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:10  5 Jun 2017"
"732","Voters","5/17/2017",46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,"12:11:18  5 Jun 2017"
"733","Voters","5/16/2017",47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,"12:11:18  5 Jun 2017"
"734","Adults","5/16/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"735","All polls","5/16/2017",47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,"12:11:10  5 Jun 2017"
"736","Voters","5/15/2017",47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,"12:11:18  5 Jun 2017"
"737","Adults","5/15/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"738","All polls","5/15/2017",47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,"12:11:10  5 Jun 2017"
"739","Voters","5/14/2017",47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,"12:11:18  5 Jun 2017"
"740","All polls","5/14/2017",47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,"12:11:10  5 Jun 2017"
"741","Adults","5/14/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"742","Adults","5/13/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"743","Voters","5/13/2017",47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,"12:11:18  5 Jun 2017"
"744","All polls","5/13/2017",47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,"12:11:11  5 Jun 2017"
"745","Voters","5/12/2017",47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,"12:11:18  5 Jun 2017"
"746","All polls","5/12/2017",47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,"12:11:11  5 Jun 2017"
"747","Adults","5/12/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"748","All polls","5/11/2017",48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,"12:11:11  5 Jun 2017"
"749","Adults","5/11/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"750","Voters","5/11/2017",48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,"12:11:19  5 Jun 2017"
"751","Voters","5/10/2017",48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,"12:11:19  5 Jun 2017"
"752","All polls","5/10/2017",48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,"12:11:11  5 Jun 2017"
"753","Adults","5/10/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"754","Adults","5/9/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"755","All polls","5/9/2017",43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,"12:11:11  5 Jun 2017"
"756","Voters","5/9/2017",43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,"12:11:19  5 Jun 2017"
"757","Voters","5/8/2017",43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,"12:11:19  5 Jun 2017"
"758","All polls","5/8/2017",43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,"12:11:11  5 Jun 2017"
"759","Adults","5/8/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"760","All polls","5/7/2017",43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,"12:11:11  5 Jun 2017"
"761","Voters","5/7/2017",43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,"12:11:19  5 Jun 2017"
"762","Adults","5/7/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"763","Voters","5/6/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:19  5 Jun 2017"
"764","Adults","5/6/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"765","All polls","5/6/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:11  5 Jun 2017"
"766","All polls","5/5/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:12  5 Jun 2017"
"767","Voters","5/5/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:19  5 Jun 2017"
"768","Adults","5/5/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"769","All polls","5/4/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:12  5 Jun 2017"
"770","Adults","5/4/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:14  5 Jun 2017"
"771","Voters","5/4/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:20  5 Jun 2017"
"772","Voters","5/3/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:20  5 Jun 2017"
"773","All polls","5/3/2017",43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,"12:11:12  5 Jun 2017"
"774","Adults","5/3/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"775","Adults","5/2/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"776","All polls","5/2/2017",45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,"12:11:12  5 Jun 2017"
"777","Voters","5/2/2017",45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,"12:11:20  5 Jun 2017"
"778","Voters","5/1/2017",45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,"12:11:20  5 Jun 2017"
"779","All polls","5/1/2017",45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,"12:11:12  5 Jun 2017"
"780","Adults","5/1/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"781","All polls","4/30/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:12  5 Jun 2017"
"782","Adults","4/30/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"783","Voters","4/30/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:20  5 Jun 2017"
"784","All polls","4/29/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:12  5 Jun 2017"
"785","Adults","4/29/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"786","Voters","4/29/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:20  5 Jun 2017"
"787","All polls","4/28/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:13  5 Jun 2017"
"788","Voters","4/28/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:20  5 Jun 2017"
"789","Adults","4/28/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"790","Voters","4/27/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:20  5 Jun 2017"
"791","All polls","4/27/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:13  5 Jun 2017"
"792","Adults","4/27/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"793","Adults","4/26/2017",50,56.06165,43.93835,41,47.06165,34.93835,"12:11:15  5 Jun 2017"
"794","Voters","4/26/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:21  5 Jun 2017"
"795","All polls","4/26/2017",45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,"12:11:13  5 Jun 2017"
"796","Voters","4/25/2017",44.3031,49.32187,39.28432,41.25,46.3324,36.16761,"12:11:21  5 Jun 2017"
"797","All polls","4/25/2017",44.3031,49.32187,39.28432,41.25,46.3324,36.16761,"12:11:13  5 Jun 2017"
"798","All polls","4/24/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:13  5 Jun 2017"
"799","Voters","4/24/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:21  5 Jun 2017"
"800","All polls","4/23/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:13  5 Jun 2017"
"801","Voters","4/23/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:21  5 Jun 2017"
"802","All polls","4/22/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:13  5 Jun 2017"
"803","Voters","4/22/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:21  5 Jun 2017"
"804","Voters","4/21/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:21  5 Jun 2017"
"805","All polls","4/21/2017",45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,"12:11:13  5 Jun 2017"
"806","All polls","4/20/2017",42.57009,47.7422,37.39797,37.27471,42.328,32.22142,"12:11:14  5 Jun 2017"
"807","Voters","4/20/2017",42.57009,47.7422,37.39797,37.27471,42.328,32.22142,"12:11:21  5 Jun 2017"
"808","All polls","4/19/2017",42.57009,47.7422,37.39797,37.27471,42.328,32.22142,"12:11:14  5 Jun 2017"
"809","Voters","4/19/2017",42.57009,47.7422,37.39797,37.27471,42.328,32.22142,"12:11:21  5 Jun 2017"
"810","All polls","4/18/2017",42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,"12:11:14  5 Jun 2017"
"811","Voters","4/18/2017",42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,"12:11:22  5 Jun 2017"
"812","Voters","4/17/2017",42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,"12:11:22  5 Jun 2017"
"813","All polls","4/17/2017",42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,"12:11:14  5 Jun 2017"
"814","Voters","4/16/2017",42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,"12:11:22  5 Jun 2017"
"815","All polls","4/16/2017",42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,"12:11:14  5 Jun 2017"
"816","All polls","4/15/2017",42.77826,47.59769,37.95883,38.12254,42.45842,33.78665,"12:11:14  5 Jun 2017"
"817","Voters","4/15/2017",42.77826,47.59769,37.95883,38.12254,42.45842,33.78665,"12:11:22  5 Jun 2017"
